2023-12-19 19:26:04,253 |main                 |ContainerLoader               |I| [Startup] Starting containers...
2023-12-19 19:26:04,253 |main                 |ContainerLoader               |I| Starting container component-container
2023-12-19 19:26:04,255 |main                 |ContainerLoader               |I| Started container component-container
2023-12-19 19:26:04,255 |main                 |ContainerLoader               |I| Starting container admin-container
2023-12-19 19:26:04,255 |main                 |ContainerLoader               |I| Started container admin-container
2023-12-19 19:26:04,255 |main                 |ContainerLoader               |I| Starting container delegator-container
2023-12-19 19:26:04,288 |delegator-startup-1  |DelegatorFactoryImpl          |I| Creating new delegator [default] (delegator-startup-1)
2023-12-19 19:26:05,483 |delegator-startup-1  |ModelViewEntity               |W| [TestingCryptoRawView]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: rawEncryptedValue
2023-12-19 19:26:05,484 |delegator-startup-1  |ModelViewEntity               |W| [TestingCryptoRawView]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: rawSaltedEncryptedValue
2023-12-19 19:26:05,598 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemQuantityReportGroupByItem]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2023-12-19 19:26:05,599 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemQuantityReportGroupByItem]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOpen
2023-12-19 19:26:05,599 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemQuantityReportGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2023-12-19 19:26:05,600 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemQuantityReportGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOpen
2023-12-19 19:26:05,602 |delegator-startup-1  |ModelViewEntity               |W| [OrderReportSalesGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2023-12-19 19:26:05,603 |delegator-startup-1  |ModelViewEntity               |W| [OrderReportSalesGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: amount
2023-12-19 19:26:05,607 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemAndShipGrpInvResAndItemSum]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2023-12-19 19:26:05,608 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemAndShipGrpInvResAndItemSum]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: totQuantityAvailable
2023-12-19 19:26:05,615 |delegator-startup-1  |ModelViewEntity               |W| [ExampleStatusDetail]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: statusDelay
2023-12-19 19:26:05,619 |delegator-startup-1  |ModelViewEntity               |W| [ProjectPhaseTaskActualRatedHoursView]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: totalRatedHours
2023-12-19 19:26:05,693 |delegator-startup-1  |ModelReader                   |I| Finished loading entities; #Entities=892 #ViewEntities=318 #Fields=9378 #Relationships=3022 #AutoRelationships=2221
2023-12-19 19:26:05,703 |delegator-startup-1  |GenericDelegator              |I| Doing entity definition check...
2023-12-19 19:26:05,707 |delegator-startup-1  |ModelEntityChecker            |I| [initReservedWords] array length = 1025
2023-12-19 19:26:05,809 |delegator-startup-1  |GenericDelegator              |W| =-=-=-=-= Found 2 warnings when checking the entity definitions:
2023-12-19 19:26:05,810 |delegator-startup-1  |GenericDelegator              |W| [FieldNameGT30] Column name [CORRECT_QUESTIONS_IN_THIS_TOPIC] of entity UserAttemptTopicMaster is longer than 30 characters.
2023-12-19 19:26:05,810 |delegator-startup-1  |GenericDelegator              |W| [RelFKNameGT18] The foreign key named DEPTID_IS_THE_PRIMKEY (length:21) was greater than 18 characters in length for relation department of entity employee.
2023-12-19 19:26:05,812 |OFBiz-batch-3        |GenericDelegator              |I| Delegator "default" initializing helper "localpostgrestenant" for entity group "org.apache.ofbiz.tenant".
2023-12-19 19:26:05,814 |OFBiz-batch-1        |GenericDelegator              |I| Delegator "default" initializing helper "localpostgresolap" for entity group "org.apache.ofbiz.olap".
2023-12-19 19:26:05,814 |OFBiz-batch-2        |GenericDelegator              |I| Delegator "default" initializing helper "localpostgres" for entity group "org.apache.ofbiz".
2023-12-19 19:26:05,820 |OFBiz-batch-3        |GenericDelegator              |I| Doing database check as requested in entityengine.xml with addMissing=true
2023-12-19 19:26:05,821 |OFBiz-batch-1        |GenericDelegator              |I| Doing database check as requested in entityengine.xml with addMissing=true
2023-12-19 19:26:05,821 |OFBiz-batch-2        |GenericDelegator              |I| Doing database check as requested in entityengine.xml with addMissing=true
2023-12-19 19:26:06,219 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Product Name is PostgreSQL
2023-12-19 19:26:06,219 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Product Name is PostgreSQL
2023-12-19 19:26:06,219 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Product Version is 12.16
2023-12-19 19:26:06,219 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Product Version is 12.16
2023-12-19 19:26:06,219 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Driver Name is PostgreSQL JDBC Driver
2023-12-19 19:26:06,219 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Driver Name is PostgreSQL JDBC Driver
2023-12-19 19:26:06,219 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Driver Version is 42.6.0
2023-12-19 19:26:06,220 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Product Name is PostgreSQL
2023-12-19 19:26:06,220 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Product Version is 12.16
2023-12-19 19:26:06,220 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Driver Name is PostgreSQL JDBC Driver
2023-12-19 19:26:06,220 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Driver Version is 42.6.0
2023-12-19 19:26:06,221 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Driver Version is 42.6.0
2023-12-19 19:26:06,224 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Driver JDBC Version is 4.2
2023-12-19 19:26:06,224 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Driver JDBC Version is 4.2
2023-12-19 19:26:06,224 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Setting/Support Information (those with a * should be true):
2023-12-19 19:26:06,224 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Setting/Support Information (those with a * should be true):
2023-12-19 19:26:06,225 |OFBiz-batch-3        |DatabaseUtil                  |I| - supports transactions     [true]*
2023-12-19 19:26:06,225 |OFBiz-batch-1        |DatabaseUtil                  |I| - supports transactions     [true]*
2023-12-19 19:26:06,225 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation None            [false]
2023-12-19 19:26:06,225 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation ReadCommitted   [true]
2023-12-19 19:26:06,225 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation ReadUncommitted [true]
2023-12-19 19:26:06,225 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation RepeatableRead  [true]
2023-12-19 19:26:06,225 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation Serializable    [true]
2023-12-19 19:26:06,225 |OFBiz-batch-3        |DatabaseUtil                  |I| - forward only type         [true]
2023-12-19 19:26:06,226 |OFBiz-batch-3        |DatabaseUtil                  |I| - scroll sensitive type     [false]
2023-12-19 19:26:06,226 |OFBiz-batch-3        |DatabaseUtil                  |I| - scroll insensitive type   [true]
2023-12-19 19:26:06,226 |OFBiz-batch-3        |DatabaseUtil                  |I| - is case sensitive         [false]
2023-12-19 19:26:06,226 |OFBiz-batch-3        |DatabaseUtil                  |I| - stores LowerCase          [true]
2023-12-19 19:26:06,226 |OFBiz-batch-3        |DatabaseUtil                  |I| - stores MixedCase          [false]
2023-12-19 19:26:06,226 |OFBiz-batch-3        |DatabaseUtil                  |I| - stores UpperCase          [false]
2023-12-19 19:26:06,230 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation None            [false]
2023-12-19 19:26:06,230 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation ReadCommitted   [true]
2023-12-19 19:26:06,230 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation ReadUncommitted [true]
2023-12-19 19:26:06,231 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation RepeatableRead  [true]
2023-12-19 19:26:06,231 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation Serializable    [true]
2023-12-19 19:26:06,232 |OFBiz-batch-1        |DatabaseUtil                  |I| - forward only type         [true]
2023-12-19 19:26:06,232 |OFBiz-batch-1        |DatabaseUtil                  |I| - scroll sensitive type     [false]
2023-12-19 19:26:06,232 |OFBiz-batch-1        |DatabaseUtil                  |I| - scroll insensitive type   [true]
2023-12-19 19:26:06,233 |OFBiz-batch-1        |DatabaseUtil                  |I| - is case sensitive         [false]
2023-12-19 19:26:06,233 |OFBiz-batch-1        |DatabaseUtil                  |I| - stores LowerCase          [true]
2023-12-19 19:26:06,233 |OFBiz-batch-1        |DatabaseUtil                  |I| - stores MixedCase          [false]
2023-12-19 19:26:06,234 |OFBiz-batch-1        |DatabaseUtil                  |I| - stores UpperCase          [false]
2023-12-19 19:26:06,234 |OFBiz-batch-3        |DatabaseUtil                  |I| - max table name length     [63]
2023-12-19 19:26:06,235 |OFBiz-batch-3        |DatabaseUtil                  |I| - max column name length    [63]
2023-12-19 19:26:06,235 |OFBiz-batch-3        |DatabaseUtil                  |I| - concurrent connections    [8192]
2023-12-19 19:26:06,235 |OFBiz-batch-3        |DatabaseUtil                  |I| - concurrent statements     [0]
2023-12-19 19:26:06,235 |OFBiz-batch-3        |DatabaseUtil                  |I| - ANSI SQL92 Entry          [true]
2023-12-19 19:26:06,235 |OFBiz-batch-3        |DatabaseUtil                  |I| - ANSI SQL92 Intermediate   [false]
2023-12-19 19:26:06,235 |OFBiz-batch-3        |DatabaseUtil                  |I| - ANSI SQL92 Full           [false]
2023-12-19 19:26:06,236 |OFBiz-batch-3        |DatabaseUtil                  |I| - ODBC SQL Grammar Core     [false]
2023-12-19 19:26:06,236 |OFBiz-batch-3        |DatabaseUtil                  |I| - ODBC SQL Grammar Extended [false]
2023-12-19 19:26:06,236 |OFBiz-batch-3        |DatabaseUtil                  |I| - ODBC SQL Grammar Minimum  [true]
2023-12-19 19:26:06,236 |OFBiz-batch-3        |DatabaseUtil                  |I| - outer joins               [true]*
2023-12-19 19:26:06,236 |OFBiz-batch-3        |DatabaseUtil                  |I| - limited outer joins       [true]
2023-12-19 19:26:06,236 |OFBiz-batch-3        |DatabaseUtil                  |I| - full outer joins          [true]
2023-12-19 19:26:06,236 |OFBiz-batch-3        |DatabaseUtil                  |I| - group by                  [true]*
2023-12-19 19:26:06,236 |OFBiz-batch-3        |DatabaseUtil                  |I| - group by not in select    [true]
2023-12-19 19:26:06,237 |OFBiz-batch-3        |DatabaseUtil                  |I| - column aliasing           [true]
2023-12-19 19:26:06,237 |OFBiz-batch-3        |DatabaseUtil                  |I| - order by not in select    [true]
2023-12-19 19:26:06,237 |OFBiz-batch-3        |DatabaseUtil                  |I| - alter table add column    [true]*
2023-12-19 19:26:06,237 |OFBiz-batch-3        |DatabaseUtil                  |I| - non-nullable column       [true]*
2023-12-19 19:26:06,238 |OFBiz-batch-3        |DatabaseUtil                  |I| - default fetchsize        [0]
2023-12-19 19:26:06,238 |OFBiz-batch-3        |DatabaseUtil                  |I| - named parameters         [ SKIPPED ]
2023-12-19 19:26:06,238 |OFBiz-batch-3        |DatabaseUtil                  |I| Getting Table Info From Database
2023-12-19 19:26:06,252 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Driver JDBC Version is 4.2
2023-12-19 19:26:06,252 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Setting/Support Information (those with a * should be true):
2023-12-19 19:26:06,252 |OFBiz-batch-2        |DatabaseUtil                  |I| - supports transactions     [true]*
2023-12-19 19:26:06,253 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation None            [false]
2023-12-19 19:26:06,253 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation ReadCommitted   [true]
2023-12-19 19:26:06,255 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation ReadUncommitted [true]
2023-12-19 19:26:06,260 |OFBiz-batch-3        |DatabaseUtil                  |I| Getting Column Info From Database
2023-12-19 19:26:06,271 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation RepeatableRead  [true]
2023-12-19 19:26:06,271 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation Serializable    [true]
2023-12-19 19:26:06,272 |OFBiz-batch-2        |DatabaseUtil                  |I| - forward only type         [true]
2023-12-19 19:26:06,273 |OFBiz-batch-2        |DatabaseUtil                  |I| - scroll sensitive type     [false]
2023-12-19 19:26:06,273 |OFBiz-batch-2        |DatabaseUtil                  |I| - scroll insensitive type   [true]
2023-12-19 19:26:06,274 |OFBiz-batch-2        |DatabaseUtil                  |I| - is case sensitive         [false]
2023-12-19 19:26:06,275 |OFBiz-batch-2        |DatabaseUtil                  |I| - stores LowerCase          [true]
2023-12-19 19:26:06,280 |OFBiz-batch-2        |DatabaseUtil                  |I| - stores MixedCase          [false]
2023-12-19 19:26:06,281 |OFBiz-batch-2        |DatabaseUtil                  |I| - stores UpperCase          [false]
2023-12-19 19:26:06,289 |OFBiz-batch-2        |DatabaseUtil                  |I| - max table name length     [63]
2023-12-19 19:26:06,289 |OFBiz-batch-2        |DatabaseUtil                  |I| - max column name length    [63]
2023-12-19 19:26:06,289 |OFBiz-batch-2        |DatabaseUtil                  |I| - concurrent connections    [8192]
2023-12-19 19:26:06,289 |OFBiz-batch-2        |DatabaseUtil                  |I| - concurrent statements     [0]
2023-12-19 19:26:06,289 |OFBiz-batch-2        |DatabaseUtil                  |I| - ANSI SQL92 Entry          [true]
2023-12-19 19:26:06,289 |OFBiz-batch-2        |DatabaseUtil                  |I| - ANSI SQL92 Intermediate   [false]
2023-12-19 19:26:06,289 |OFBiz-batch-2        |DatabaseUtil                  |I| - ANSI SQL92 Full           [false]
2023-12-19 19:26:06,290 |OFBiz-batch-2        |DatabaseUtil                  |I| - ODBC SQL Grammar Core     [false]
2023-12-19 19:26:06,290 |OFBiz-batch-2        |DatabaseUtil                  |I| - ODBC SQL Grammar Extended [false]
2023-12-19 19:26:06,290 |OFBiz-batch-2        |DatabaseUtil                  |I| - ODBC SQL Grammar Minimum  [true]
2023-12-19 19:26:06,290 |OFBiz-batch-2        |DatabaseUtil                  |I| - outer joins               [true]*
2023-12-19 19:26:06,290 |OFBiz-batch-2        |DatabaseUtil                  |I| - limited outer joins       [true]
2023-12-19 19:26:06,290 |OFBiz-batch-2        |DatabaseUtil                  |I| - full outer joins          [true]
2023-12-19 19:26:06,290 |OFBiz-batch-2        |DatabaseUtil                  |I| - group by                  [true]*
2023-12-19 19:26:06,290 |OFBiz-batch-2        |DatabaseUtil                  |I| - group by not in select    [true]
2023-12-19 19:26:06,291 |OFBiz-batch-2        |DatabaseUtil                  |I| - column aliasing           [true]
2023-12-19 19:26:06,291 |OFBiz-batch-2        |DatabaseUtil                  |I| - order by not in select    [true]
2023-12-19 19:26:06,291 |OFBiz-batch-2        |DatabaseUtil                  |I| - alter table add column    [true]*
2023-12-19 19:26:06,291 |OFBiz-batch-2        |DatabaseUtil                  |I| - non-nullable column       [true]*
2023-12-19 19:26:06,291 |OFBiz-batch-2        |DatabaseUtil                  |I| - default fetchsize        [0]
2023-12-19 19:26:06,291 |OFBiz-batch-2        |DatabaseUtil                  |I| - named parameters         [ SKIPPED ]
2023-12-19 19:26:06,291 |OFBiz-batch-2        |DatabaseUtil                  |I| Getting Table Info From Database
2023-12-19 19:26:06,323 |OFBiz-batch-2        |DatabaseUtil                  |I| Getting Column Info From Database
2023-12-19 19:26:06,330 |OFBiz-batch-3        |DatabaseUtil                  |I| Reviewed 8 primary key fields from database.
2023-12-19 19:26:06,381 |OFBiz-batch-1        |DatabaseUtil                  |I| - max table name length     [63]
2023-12-19 19:26:06,381 |OFBiz-batch-1        |DatabaseUtil                  |I| - max column name length    [63]
2023-12-19 19:26:06,381 |OFBiz-batch-1        |DatabaseUtil                  |I| - concurrent connections    [8192]
2023-12-19 19:26:06,381 |OFBiz-batch-1        |DatabaseUtil                  |I| - concurrent statements     [0]
2023-12-19 19:26:06,382 |OFBiz-batch-1        |DatabaseUtil                  |I| - ANSI SQL92 Entry          [true]
2023-12-19 19:26:06,382 |OFBiz-batch-1        |DatabaseUtil                  |I| - ANSI SQL92 Intermediate   [false]
2023-12-19 19:26:06,382 |OFBiz-batch-1        |DatabaseUtil                  |I| - ANSI SQL92 Full           [false]
2023-12-19 19:26:06,382 |OFBiz-batch-1        |DatabaseUtil                  |I| - ODBC SQL Grammar Core     [false]
2023-12-19 19:26:06,382 |OFBiz-batch-1        |DatabaseUtil                  |I| - ODBC SQL Grammar Extended [false]
2023-12-19 19:26:06,382 |OFBiz-batch-1        |DatabaseUtil                  |I| - ODBC SQL Grammar Minimum  [true]
2023-12-19 19:26:06,382 |OFBiz-batch-1        |DatabaseUtil                  |I| - outer joins               [true]*
2023-12-19 19:26:06,383 |OFBiz-batch-1        |DatabaseUtil                  |I| - limited outer joins       [true]
2023-12-19 19:26:06,383 |OFBiz-batch-1        |DatabaseUtil                  |I| - full outer joins          [true]
2023-12-19 19:26:06,383 |OFBiz-batch-1        |DatabaseUtil                  |I| - group by                  [true]*
2023-12-19 19:26:06,383 |OFBiz-batch-1        |DatabaseUtil                  |I| - group by not in select    [true]
2023-12-19 19:26:06,383 |OFBiz-batch-1        |DatabaseUtil                  |I| - column aliasing           [true]
2023-12-19 19:26:06,383 |OFBiz-batch-1        |DatabaseUtil                  |I| - order by not in select    [true]
2023-12-19 19:26:06,384 |OFBiz-batch-1        |DatabaseUtil                  |I| - alter table add column    [true]*
2023-12-19 19:26:06,384 |OFBiz-batch-1        |DatabaseUtil                  |I| - non-nullable column       [true]*
2023-12-19 19:26:06,384 |OFBiz-batch-1        |DatabaseUtil                  |I| - default fetchsize        [0]
2023-12-19 19:26:06,384 |OFBiz-batch-1        |DatabaseUtil                  |I| - named parameters         [ SKIPPED ]
2023-12-19 19:26:06,384 |OFBiz-batch-1        |DatabaseUtil                  |I| Getting Table Info From Database
2023-12-19 19:26:06,398 |OFBiz-batch-1        |DatabaseUtil                  |I| Getting Column Info From Database
2023-12-19 19:26:06,426 |OFBiz-batch-1        |DatabaseUtil                  |I| Reviewed 9 primary key fields from database.
2023-12-19 19:26:06,917 |OFBiz-batch-2        |DatabaseUtil                  |I| Reviewed 1717 primary key fields from database.
2023-12-19 19:26:06,941 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [DIFFICULTY_LEVEL] of table [public.QUESTION_MASTER] of entity [QuestionMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_ANSWER_MASTER] of entity [UserAttemptAnswerMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [IS_FLAGGED] of table [public.USER_ATTEMPT_ANSWER_MASTER] of entity [UserAttemptAnswerMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [NO_OF_QUESTIONS] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_WRONG] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_CORRECT] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,947 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [CORRECT_QUESTIONS_IN_THIS_TOPIC] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,947 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,947 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_QUESTIONS_IN_THIS_TOPIC] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,947 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [MAX_SPLIT_ATTEMPTS] of table [public.USER_EXAM_MAPPING_MASTER] of entity [UserExamMappingMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-19 19:26:06,949 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.DEPT] exists in the database but has no corresponding entity
2023-12-19 19:26:06,950 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.EMP] exists in the database but has no corresponding entity
2023-12-19 19:26:06,950 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.EXAM_TOPIC_MAPPING] exists in the database but has no corresponding entity
2023-12-19 19:26:06,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.STAFFS] exists in the database but has no corresponding entity
2023-12-19 19:26:06,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.STUDENT] exists in the database but has no corresponding entity
2023-12-19 19:26:06,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.TEACHER] exists in the database but has no corresponding entity
2023-12-19 19:26:06,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.USER_EXAM_MAPPING] exists in the database but has no corresponding entity
2023-12-19 19:26:06,977 |main                 |ContainerLoader               |I| Started container delegator-container
2023-12-19 19:26:06,977 |main                 |ContainerLoader               |I| Starting container service-container
2023-12-19 19:26:06,977 |main                 |ContainerLoader               |I| Started container service-container
2023-12-19 19:26:06,977 |main                 |ContainerLoader               |I| Starting container catalina-container
2023-12-19 19:26:07,030 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [11] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\content/entitydef/eecas.xml in loader main
2023-12-19 19:26:07,080 |kJoinPool-1-worker-2 |EntityEcaUtil                 |I| Loaded [14] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\product/entitydef/eecas.xml in loader main
2023-12-19 19:26:07,084 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [4] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\workeffort/entitydef/eecas.xml in loader main
2023-12-19 19:26:07,088 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [3] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\order/entitydef/eecas.xml in loader main
2023-12-19 19:26:07,091 |kJoinPool-1-worker-2 |EntityEcaUtil                 |I| Loaded [2] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\accounting/entitydef/eecas.xml in loader main
2023-12-19 19:26:07,096 |kJoinPool-1-worker-2 |EntityEcaUtil                 |I| Loaded [1] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\projectmgr/entitydef/eecas.xml in loader main
2023-12-19 19:26:07,096 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [15] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\lucene/entitydef/eecas_product.xml in loader main
2023-12-19 19:26:07,100 |kJoinPool-1-worker-2 |EntityEcaUtil                 |I| Loaded [0] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\solr/entitydef/eecas.xml in loader main
2023-12-19 19:26:07,133 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [1] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/groups_test.xml
2023-12-19 19:26:07,137 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [4] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/groups.xml
2023-12-19 19:26:07,141 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [2] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/workeffort/servicedef/service_groups.xml
2023-12-19 19:26:07,144 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [1] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/groups.xml
2023-12-19 19:26:07,148 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [4] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/groups.xml
2023-12-19 19:26:07,173 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/secas_cdyne.xml
2023-12-19 19:26:07,179 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/service/servicedef/secas_test_se.xml
2023-12-19 19:26:07,189 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/secas.xml
2023-12-19 19:26:07,194 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [14] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/workeffort/servicedef/secas.xml
2023-12-19 19:26:07,196 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/secas.xml
2023-12-19 19:26:07,199 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [26] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/secas.xml
2023-12-19 19:26:07,202 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [29] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/secas_shipment.xml
2023-12-19 19:26:07,203 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [4] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/manufacturing/servicedef/secas.xml
